Kategori_Pencarian,Posisi,Perusahaan,Lokasi,Link
data-scientist,Data Centre Solutions – Sales Manager,PT Advancednet Indonesia,Tangerang,https://id.jobstreet.com/id/job/92002920?type=standard&ref=search-standalone&origin=cardTitle#sol=a93e4af39a4d5d2cbd69eb44d2b1e57897b05c73
data-scientist,Timeliness Analyst (Mandarin Speaker),PT Global Yimi Cargo (J&T Cargo),Jakarta Utara,https://id.jobstreet.com/id/job/92166467?type=standard&ref=search-standalone&origin=cardTitle#sol=a7902b14c7a898143d1e0dbfaa21f007e04bf88f
data-scientist,Scrum Master,Steradian Data Optima,Jakarta Selatan,https://id.jobstreet.com/id/job/91624900?type=standard&ref=search-standalone&origin=cardTitle#sol=0647ca40ce6c3eed45d9e4d7e49ddcc561c63415
data-scientist,Data Engineer,PT Indocyber Global Teknologi,Jakarta Raya,https://id.jobstreet.com/id/job/91844498?type=standard&ref=search-standalone&origin=cardTitle#sol=eadf25884b62d276ad317b336934dae9714b606b
data-scientist,Data Engineer,PT Graha Karya Informasi,Jakarta Raya,https://id.jobstreet.com/id/job/92092041?type=standard&ref=search-standalone&origin=cardTitle#sol=85bae66ffb094f0b92b2cc09727c43debf1bb533
data-scientist,Data Analyst ( Mandarin Speaker),"PT Kirana Megatara, Tbk (Triputra Group)",Jakarta Selatan,https://id.jobstreet.com/id/job/91731281?type=standard&ref=search-standalone&origin=cardTitle#sol=347f6c1ca2b2860adccf83a39447e2187f5347f5
data-scientist,Data Engineer,PT Kencana Taraswin Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91945196?type=standard&ref=search-standalone&origin=cardTitle#sol=88c26908ae3963a79a001a70fed19a695dc80b65
data-scientist,"Cloud Consultant, Data Analytics, Google Cloud (Bahasa)",Google,Jakarta Raya,https://id.jobstreet.com/id/job/91947715?type=standard&ref=search-standalone&origin=cardTitle#sol=3e9ffcf0ea00cc60327b0589b55d5474d8c87a78
data-scientist,DATA ENGINEER STAFF,PT Sarwa Manggalla Raya,Jakarta Utara,https://id.jobstreet.com/id/job/92028809?type=standard&ref=search-standalone&origin=cardTitle#sol=f7a4e865d4adba0b2378c77d6e278fbfe2792e42
data-scientist,Data Engineer,PT IDStar Cipta Teknologi,Jakarta Raya,https://id.jobstreet.com/id/job/91788461?type=standard&ref=search-standalone&origin=cardTitle#sol=16f7bc670128cbb83db962de23f4e28756ea97ce
data-scientist,AI Engineer,Pengiklan Anonim,Jakarta Timur,https://id.jobstreet.com/id/job/91714406?type=standard&ref=search-standalone&origin=cardTitle#sol=723c13dbeb7273fa1ec1d12c8316e44240bfa022
data-scientist,AI Engineer,PT Graha Karya Informasi,Jakarta Pusat,https://id.jobstreet.com/id/job/91484065?type=standard&ref=search-standalone&origin=cardTitle#sol=c76f0b8b747e0e50962edcefb8bac16c3ab12c6c
data-scientist,Artificial Intelligence Engineer,PT Mitra Solusi Telematika,Cilandak,https://id.jobstreet.com/id/job/91350847?type=standard&ref=search-standalone&origin=cardTitle#sol=f35f91607fae04dd9cf4424b3042ee30038df34a
data-scientist,Data Analyst ( Head Level),Pengiklan Anonim,Denpasar Utara,https://id.jobstreet.com/id/job/91949840?type=standard&ref=search-standalone&origin=cardTitle#sol=71dc71c1fd16ec543f6f9d3414669ee6d28531e6
data-scientist,AI Engineer,ADR Group Of Companies (PT Selamat Sempurna Tbk.),Tangerang,https://id.jobstreet.com/id/job/91971264?type=standard&ref=search-standalone&origin=cardTitle#sol=e34c73cdfb392203ebe00a5ac9a243984309c428
data-scientist,Artificial Intellegence (AI) Specialist,PT Allure Alluminio,Kelapa Gading,https://id.jobstreet.com/id/job/91907888?type=standard&ref=search-standalone&origin=cardTitle#sol=bfef93b2fe7cdc547349f7e67e052acc93505c10
data-scientist,Data Engineer,Collaborative Excellence Indonesia,Surabaya,https://id.jobstreet.com/id/job/91628529?type=standard&ref=search-standalone&origin=cardTitle#sol=4385f6c875c816b54516279d3bfdb51d4a60f84f
data-scientist,AI Engineer,PT JELAJAH DATA SEMESTA,Jakarta Pusat,https://id.jobstreet.com/id/job/91766185?type=standard&ref=search-standalone&origin=cardTitle#sol=b325c99346e959baf30984876b074531d0f41ad9
data-scientist,Product Specialist,PT. Berca Hardayaperkasa,Jakarta Pusat,https://id.jobstreet.com/id/job/91373430?type=standard&ref=search-standalone&origin=cardTitle#sol=a98451ae2f874adba8c06c2847e5b67a12cbaab6
data-scientist,IT AI engineer - Medical Equipment - Jakarta (B-130289),RGF HR Agent Indonesia,Jakarta Utara,https://id.jobstreet.com/id/job/91944686?type=standard&ref=search-standalone&origin=cardTitle#sol=b9772804858fa2f6cc29b5603fddc56b879543bc
data-scientist,Python Developer - Django (Experienced),PT Hashmicro Solusi Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91815155?type=standard&ref=search-standalone&origin=cardTitle#sol=5969b60f84ef6ac95b94871a32e4983a77aaa767
data-scientist,AI Engineer,PT ILOGO INFRALOGY,Kebon Jeruk,https://id.jobstreet.com/id/job/92062006?type=standard&ref=search-standalone&origin=cardTitle#sol=b0778829d59d7cab01882b34b484dc4983337876
data-scientist,AI Expert,PT Eka Jaya Internasional,Tangerang Selatan,https://id.jobstreet.com/id/job/91938649?type=standard&ref=search-standalone&origin=cardTitle#sol=14bbbbb1f06eebd5bf245eddd26467fcf15de5be
data-scientist,Data Engineer,Dorskin_id,Tangerang,https://id.jobstreet.com/id/job/91830715?type=standard&ref=search-standalone&origin=cardTitle#sol=ad9c54beffc75c7eeb9c288c478265903189693d
data-scientist,Brand Marketing Analyst,PT. Karya Nuansa Bahagia,Surabaya,https://id.jobstreet.com/id/job/91813475?type=standard&ref=search-standalone&origin=cardTitle#sol=c17b7f1e22828ab0343811dcfc9b98748a2dd0f7
data-scientist,AI Workflow Engineer (Developer),PT Sinar Jernih Suksesindo,Jakarta Raya,https://id.jobstreet.com/id/job/91680025?type=standard&ref=search-standalone&origin=cardTitle#sol=80805bb3596118447c195ebd3faad4747b039f98
data-scientist,Applied AI,COMBIPHAR Group,Jakarta Selatan,https://id.jobstreet.com/id/job/91666318?type=standard&ref=search-standalone&origin=cardTitle#sol=2a415b1f817c600920f1f0fa1d6de64b369f09df
data-scientist,Business Intelligence Engineer,PT Kencana Taraswin Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91946489?type=standard&ref=search-standalone&origin=cardTitle#sol=f3259070a5d69cd7caf0ad72ee78b2367ffa4d29
data-scientist,Market research & Analysis,PT. Dwidaya World Wide,Jakarta Raya,https://id.jobstreet.com/id/job/92144292?type=standard&ref=search-standalone&origin=cardTitle#sol=1f4557d6879779a3054c1f8ac4bc993d8a88f3d0
data-scientist,"Salesforce Data Analysis Manager, APAC",LIXIL INTERNATIONAL (Korn Ferry),Jakarta Raya,https://id.jobstreet.com/id/job/91780869?type=standard&ref=search-standalone&origin=cardTitle#sol=621e12491e44822f10d2b0361b99d67b25a3bc6b
data-scientist,Credit Scoring Officer,PT KB Finansia Multi Finance,Jakarta Selatan,https://id.jobstreet.com/id/job/91762486?type=standard&ref=search-standalone&origin=cardTitle#sol=3e8ca340b77db2e176e800da8adba485682581f4
data-scientist,IT Security Engineer,Deep Symbolics Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91964701?type=standard&ref=search-standalone&origin=cardTitle#sol=5958f2c14c890b0a5ba797a4478b1200c7cd7ab2
data-scientist,ASISTEN MANAGER DATA & STATISTIK,Citra Borneo Indah,Kalimantan Tengah,https://id.jobstreet.com/id/job/91729521?type=standard&ref=search-standalone&origin=cardTitle#sol=5eacb5fa33a47dab196a012ddc64fecf64029570
data-scientist,DATABASE ENGINEER,PT Gamma Persada Sinergi,Jakarta Selatan,https://id.jobstreet.com/id/job/91788790?type=standard&ref=search-standalone&origin=cardTitle#sol=a0619cf99353ee3ca9af3e88463627d3245251fc
data-scientist,AI Engineer,PT CARSURIN Tbk,Jakarta Raya,https://id.jobstreet.com/id/job/91703072?type=standard&ref=search-standalone&origin=cardTitle#sol=a90467d9062c6f0e2cc3ad88435957aa9e7ad221
data-scientist,Project Manager,PT Neural Technologies Integrated Solutions,Jakarta Raya,https://id.jobstreet.com/id/job/92146607?type=standard&ref=search-standalone&origin=cardTitle#sol=7d4fad0653ee100f8f7a8ad33ea8aff559d0d4a1
data-scientist,FINANCE PROJECT DATA ANALYST,PT RAPIK KARYA MANDIRI,Depok,https://id.jobstreet.com/id/job/92064106?type=standard&ref=search-standalone&origin=cardTitle#sol=ea8ad284ebfac0dca6ba36887c9820e5e4ddadef
data-scientist,Metrodata Data Camp,"PT. Metrodata Electronics, Tbk",Jakarta Barat,https://id.jobstreet.com/id/job/91694285?type=standard&ref=search-standalone&origin=cardTitle#sol=b947c4a98f9ba5a2add7bd9f53a961e6f01e5421
data-scientist,Product Owner,Stanford Teknologi Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91438553?type=standard&ref=search-standalone&origin=cardTitle#sol=1ecbe970318a022aa5d85fb72567e9bc8a2ebce3
data-scientist,Associate Data Quality Officer,PT CRIF Lembaga Informasi Keuangan,Setiabudi,https://id.jobstreet.com/id/job/91642641?type=standard&ref=search-standalone&origin=cardTitle#sol=d46ae9f29603829d126b66dc2da20ac1173dfa42
data-scientist,Pharmacy Activation Data Intern,Danone Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92088714?type=standard&ref=search-standalone&origin=cardTitle#sol=9d16417dbb9a12545e5bc76438ae2f67887522ed
data-scientist,Data Engineering,PT Bina Artha Ventura,Jakarta Pusat,https://id.jobstreet.com/id/job/91834813?type=standard&ref=search-standalone&origin=cardTitle#sol=90ecd09b48709744a60619e0534599e27f8c2734
data-scientist,Middle AI Engineer,PT Fata Organa Solusi,Banten,https://id.jobstreet.com/id/job/91915991?type=standard&ref=search-standalone&origin=cardTitle#sol=71097986efb7753c315e659337936f1582e40c73
data-scientist,AI/ML Engineer - Jakarta - WFO,PT PERSOL RECRUITMENT INDONESIA,Jakarta Barat,https://id.jobstreet.com/id/job/91701722?type=standard&ref=search-standalone&origin=cardTitle#sol=e2c483c22be28e2c2d9d0d304b6c6929ea0da52c
data-scientist,Software Integration Analyst,B2BE GSS Sdn Bhd,Surabaya,https://id.jobstreet.com/id/job/91902642?type=standard&ref=search-standalone&origin=cardTitle#sol=9960028862a83a55569c036ef00a603e583a0d73
data-scientist,Business Intelligence & Data Engineer Staff,COMBIPHAR Group,Jakarta Selatan,https://id.jobstreet.com/id/job/91616801?type=standard&ref=search-standalone&origin=cardTitle#sol=876cab8ac0b82be9902b0e0f824ec141b6954292
data-scientist,REPORTING AND DATA ANALYST,Kanmo Group,Jakarta Raya,https://id.jobstreet.com/id/job/91377384?type=standard&ref=search-standalone&origin=cardTitle#sol=808ba4859df34b9486ac5af515cdba09d466d0df
data-scientist,Product Owner,Stanford Teknologi Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91539420?type=standard&ref=search-standalone&origin=cardTitle#sol=ef25b35adb9e258748cfd54e486c27d30d9caf5a
data-analyst,Data Analyst,Brilliant Think Center,Ciputat Timur,https://id.jobstreet.com/id/job/92203280?type=standard&ref=search-standalone&origin=cardTitle#sol=209f2198b528bc2a6dfd4e23dae45cdc31e68dd8
data-analyst,Staff Data Analyst,PT Mensana Aneka Satwa,Bekasi,https://id.jobstreet.com/id/job/92027787?type=standard&ref=search-standalone&origin=cardTitle#sol=f4096938037d6029235995188d42f98ceabffd5c
data-analyst,QUALITY DATA ANALYST,PT Pesta Pora Abadi,Malang,https://id.jobstreet.com/id/job/92190040?type=standard&ref=search-standalone&origin=cardTitle#sol=47286f0d79f1ee166f7ee234ecd92653d71e7344
data-analyst,Data Analyst,Jago Coffee,Jakarta Pusat,https://id.jobstreet.com/id/job/92092798?type=standard&ref=search-standalone&origin=cardTitle#sol=1b1a3fbd47aa7b9b7fa82223eee6ac7193c07f0c
data-analyst,Supervisor Data Analyst,PT Indako Trading Coy,Sumatera Utara,https://id.jobstreet.com/id/job/92061067?type=standard&ref=search-standalone&origin=cardTitle#sol=eab42819b7e30839b414deb648a93c38ed244baa
data-analyst,DATA ANALYST,PT Mitra Saruta Indonesia,Surabaya,https://id.jobstreet.com/id/job/91735710?type=standard&ref=search-standalone&origin=cardTitle#sol=899ad76f2889be35e5dbd0d6505ca9cdd6f3e121
data-analyst,Data Analyst,PT Bersaudara Inti Corpora,Jakarta Barat,https://id.jobstreet.com/id/job/92028378?type=standard&ref=search-standalone&origin=cardTitle#sol=db2485ee4f01757cd4b476cd730bbd035eb220a7
data-analyst,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,Jakarta Utara,https://id.jobstreet.com/id/job/92192535?type=standard&ref=search-standalone&origin=cardTitle#sol=fcc5a0533389acabed4a1a5d70122a697d766f32
data-analyst,Data Analyst Revenue Staff,Taman Safari Indonesia,Bogor,https://id.jobstreet.com/id/job/92152253?type=standard&ref=search-standalone&origin=cardTitle#sol=83cd4b77ecaa00463f288e58d6912bc4eeb59726
data-analyst,Data Analyst,Pengiklan Anonim,Jakarta Selatan,https://id.jobstreet.com/id/job/92210221?type=standard&ref=search-standalone&origin=cardTitle#sol=44d7fc9fa0844f9655472fec37b5d0bd08e54c32
data-analyst,Data Analyst,PT Nusantara Sakti Group (JAKARTA),Jakarta Barat,https://id.jobstreet.com/id/job/91783675?type=standard&ref=search-standalone&origin=cardTitle#sol=59091ee2a85e6bd5838a864be72719391c21662c
data-analyst,Data Analyst Staff,Orang Tua Group,Jakarta Raya,https://id.jobstreet.com/id/job/92094201?type=standard&ref=search-standalone&origin=cardTitle#sol=2871a48431073cc1aa4056ef1b3cc3ed7aa66d6d
data-analyst,Data Analyst (Retail Groceries),PT. LIPPO KARAWACI TBK,Tangerang,https://id.jobstreet.com/id/job/92181007?type=standard&ref=search-standalone&origin=cardTitle#sol=e352ed75bcfe7b20b3495d79725a4f320a665e5a
data-analyst,Growth Analyst,Jago Coffee,Jakarta Pusat,https://id.jobstreet.com/id/job/92176703?type=standard&ref=search-standalone&origin=cardTitle#sol=4dd58c54c14bec4e89ce5b5117f6af3fe8ad35b0
data-analyst,Data Analyst Staff (Bali Jakarta Surabaya),PT Pantja Artha Niaga,Bali,https://id.jobstreet.com/id/job/92203412?type=standard&ref=search-standalone&origin=cardTitle#sol=348ae28d359046732181f3252505930ec8c4ad28
data-analyst,Data Analyst - Cost Management Logistik,PT JET TRANSPORT SERVICES,Jakarta Raya,https://id.jobstreet.com/id/job/91693037?type=standard&ref=search-standalone&origin=cardTitle#sol=38378eae2992e1b06e2fc8044dd8f1844b4684e4
data-analyst,Junior Analyst (Project),sns.ac,Tangerang Selatan,https://id.jobstreet.com/id/job/91682050?type=standard&ref=search-standalone&origin=cardTitle#sol=682ca483c89b1019a014ba27ea26c9a583348f6c
data-analyst,"Interns (Data Analyst Intern, Digital Media Intern, IT Intern)",PT Himalaya Wellness Indonesia,Kelapa Gading,https://id.jobstreet.com/id/job/92103621?type=standard&ref=search-standalone&origin=cardTitle#sol=7252b41ca892a26a7567dce291e2eb191bbacc8a
data-analyst,Junior Analyst,PT ACE INDEX IDN,Jakarta Selatan,https://id.jobstreet.com/id/job/92009646?type=standard&ref=search-standalone&origin=cardTitle#sol=57290fcccfce744a147cf85b094edf6786a951f5
data-analyst,Data Analyst,PT Gudang Kripto Indonesia,Curug,https://id.jobstreet.com/id/job/91971434?type=standard&ref=search-standalone&origin=cardTitle#sol=3fe442aa82fc001f8d18363bd5a007428151f030
data-analyst,Associate Data Planning Analyst,PT Indocater,Jakarta Raya,https://id.jobstreet.com/id/job/92079700?type=standard&ref=search-standalone&origin=cardTitle#sol=db9a3cac88a661a7b8ee1b8f9a5cc1deac34a497
data-analyst,Product Analyst,PT Tjitra Selaras Sampoerno,Jakarta Barat,https://id.jobstreet.com/id/job/92067699?type=standard&ref=search-standalone&origin=cardTitle#sol=7f0d697af0660d0e605b262373e823d039dc086d
data-analyst,Corporate Planning Staff,PT Masmindo Dwi Area,Jakarta Raya,https://id.jobstreet.com/id/job/92229982?type=standard&ref=search-standalone&origin=cardTitle#sol=85a52da4672e18af68256077dfe1661719bfdf75
data-analyst,Finance Data Analyst,PT Propan Raya Industrial Coating Chemicals,Tangerang,https://id.jobstreet.com/id/job/92165466?type=standard&ref=search-standalone&origin=cardTitle#sol=141ffe07760d427309d22218e61c0c94f8d9b83f
data-analyst,Jr. Specialist Data Stewards,"PT Bank Permata, Tbk",Tangerang Selatan,https://id.jobstreet.com/id/job/92203178?type=standard&ref=search-standalone&origin=cardTitle#sol=9fd0b541871edb4cdc790aa918d91289b695c7a0
data-analyst,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,Surabaya,https://id.jobstreet.com/id/job/92028957?type=standard&ref=search-standalone&origin=cardTitle#sol=4411417dccf4acbac087c21f2e1aea813744245a
data-analyst,Data Engineer,TUNTUN SEKURITAS INDONESIA,Jakarta Utara,https://id.jobstreet.com/id/job/92218017?type=standard&ref=search-standalone&origin=cardTitle#sol=eefede4772318794ed76dd4b4c6767658ac080d9
data-analyst,Digital Business Data Analyst,"PT. BFI FINANCE INDONESIA, Tbk",Kecamatan Tangerang,https://id.jobstreet.com/id/job/92178469?type=standard&ref=search-standalone&origin=cardTitle#sol=e2bb4e54fadc3bd1dd071f13bd327d68045ce21c
data-analyst,DATA ANALYST,PT Karya Anugerah Jaya,Sidoarjo,https://id.jobstreet.com/id/job/91910613?type=standard&ref=search-standalone&origin=cardTitle#sol=2d777891b5f7b5adfc00b59aca7a11c02f74fd2e
data-analyst,Data Warehouse and Reporting Specialist,PT Bina Karya Prima,Jakarta Utara,https://id.jobstreet.com/id/job/91991590?type=standard&ref=search-standalone&origin=cardTitle#sol=9d4fc2f9ba620c949cd3a323c36ffa76004e5109
data-analyst,IT Quality & Data Integrity Officer,PT. Kalbio Global Medika,Cikarang Pusat,https://id.jobstreet.com/id/job/92221748?type=standard&ref=search-standalone&origin=cardTitle#sol=90e5419afb38a1945f83b38f74df677fe82798a1
data-analyst,IT Functional,PT. INTISUMBER BAJASAKTI,Jakarta Utara,https://id.jobstreet.com/id/job/92220525?type=standard&ref=search-standalone&origin=cardTitle#sol=0975387104adbc55829b58acf0c7cfbe1f484420
data-analyst,Data Analyst Intern,PT Sejahtera Sama Kita,Jakarta Raya,https://id.jobstreet.com/id/job/92155588?type=standard&ref=search-standalone&origin=cardTitle#sol=c61d6cdb5bfd0c8f574d1deb5a1ad59b91f26dda
data-analyst,System Development & Data Analyst Staff,PT Mandom Indonesia Tbk,Cibitung,https://id.jobstreet.com/id/job/92033968?type=standard&ref=search-standalone&origin=cardTitle#sol=42e309d12d99b578caf5c7812ee5e7dbb87075eb
data-analyst,Junior Valuation Analyst,KJPP Ruky Safrudin & Rekan,Jakarta Raya,https://id.jobstreet.com/id/job/91968968?type=standard&ref=search-standalone&origin=cardTitle#sol=8a213ae5ca54b1a50584a052151c960d09eede2f
data-analyst,Business Analyst Intern,PT Upartners Sukses Bersama,Jakarta Barat,https://id.jobstreet.com/id/job/92166197?type=standard&ref=search-standalone&origin=cardTitle#sol=81944b9f57de69a688e96f3f74e0e3e02a7a6067
data-analyst,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",Tangerang Selatan,https://id.jobstreet.com/id/job/92203151?type=standard&ref=search-standalone&origin=cardTitle#sol=d328f8d16fd56c0e8b3fd8f9cd753cc1e0689d22
data-analyst,Trading Analyst Spesialist,PT Sumber Jaya Industri Oleo,Pademangan,https://id.jobstreet.com/id/job/92204585?type=standard&ref=search-standalone&origin=cardTitle#sol=fc3ce036379026fd85039d024f9eb0a5b3f1d077
data-analyst,Data Analyst,Pennyu Group,Semarang,https://id.jobstreet.com/id/job/92089967?type=standard&ref=search-standalone&origin=cardTitle#sol=24e501f6d1e5c6ad850bca49e4ee023bcb3d9225
data-analyst,Business Analyst,PT Mitra Andal Sejati,Jakarta Raya,https://id.jobstreet.com/id/job/92087049?type=standard&ref=search-standalone&origin=cardTitle#sol=ddf1ba55daed14a402089b844d44ebe4d585ee4f
data-analyst,Strategic Planning & Management System,PT. KALVENTIS SINERGI FARMA (A Kalbe Company),Jakarta Raya,https://id.jobstreet.com/id/job/91890075?type=standard&ref=search-standalone&origin=cardTitle#sol=66676419c7fb3a4a69bc240d5d0ac997896e7704
data-analyst,Business Analyst,Pengiklan Anonim,Jakarta Barat,https://id.jobstreet.com/id/job/92147606?type=standard&ref=search-standalone&origin=cardTitle#sol=c5cf2d6cc70222aaa6c98eed66205e7e6602b8cb
data-analyst,Specialist AI Data Governance,"PT Bank Permata, Tbk",Tangerang Selatan,https://id.jobstreet.com/id/job/92202969?type=standard&ref=search-standalone&origin=cardTitle#sol=c7de441367474fa0eda8e87ece1140f4b1eab1c6
data-analyst,Sales Performance and Strategy Analyst Staff,PT Praja Sakti Propertindo,Jakarta Selatan,https://id.jobstreet.com/id/job/91717963?type=standard&ref=search-standalone&origin=cardTitle#sol=097e7e640082ac7b337a5c72a68d9d2db515fa79
data-analyst,Data Protection Officer,PT PERMODALAN NASIONAL MADANI,Jakarta Selatan,https://id.jobstreet.com/id/job/91780910?type=standard&ref=search-standalone&origin=cardTitle#sol=fbfb25abe0127dead29e6488bc9e9b92aedb4105
data-analyst,Business Finance Analyst,PT. DFI RETAIL NUSANTARA TBK,Tangerang Selatan,https://id.jobstreet.com/id/job/91642469?type=standard&ref=search-standalone&origin=cardTitle#sol=c98fd87ff4d35062f3348e5aea289c3079cfa19b
data-analyst,Business Analyst (6 Months Contract),"PT Japfa Comfeed Indonesia, Tbk",Jakarta Selatan,https://id.jobstreet.com/id/job/91763108?type=standard&ref=search-standalone&origin=cardTitle#sol=34e9b34bcec32445c1b6e60b2da26be46ee5dce9
